252202958	5.0	5.0	5.0	5.0	5.0	5.0		
185201945	16.65	25.0	20.0	22.0	10.269999999999996	10.269999999999996		
715607160	2.0	3.0	3.0	3.0	2.0	2.0		
580106123	14.0	17.5	16.0	17.0	13.0	7.0		
45400455	6.0	8.0	7.0	8.0	5.0	5.0		
157101572	6.0	7.0	7.0	9.0	5.0	4.0		
380503806	21.0	30.740000000000002	25.0	26.0	23.64	14.0		
580106121	11.0	15.0	8.89	15.0	9.150000000000034	9.0		
603906040	6.0	7.0	7.0	8.0	5.0	4.0		
227002314	2.0	2.0	2.0	2.0	2.0	1.0		
705507234	19.0	19.0	19.0	19.0	19.0	19.0		
90800909	7.0	8.0	8.0	10.0	6.0	5.0		
202502026	14.0	16.0	15.949999999999996	17.0	11.0	11.0		
649306494	6.0	8.0	7.0	8.0	5.0	2.0		
425904260	3.0	4.0	4.0	4.0	2.0	1.0		
89707365	29.380000000000003	38.00000000000001	34.0	34.0	24.0	18.16		
24500246	14.870000000000005	18.0	17.0	18.0	14.0	12.0		
471304714	3.0	4.0	3.0	3.0	2.0	2.0		
698307039	92.0	108.0	101.72999999999956	108.0	89.0	72.99999999999977		
583005831	2.0	2.0	2.0	2.0	2.0	2.0		
359603597	6.0	7.0	7.0	7.0	5.0	4.0		
185201912	15.0	19.0	17.0	20.0	13.0	12.0		
322103666	23.0	39.5	31.0	35.0	22.0	21.0		
181601817	14.0	18.76	13.719999999999999	17.0	13.0	9.0		
628406285	7.0	9.0	8.0	8.0	6.0	4.0		
405004051	17.0	20.0	19.0	22.0	17.75999999999999	9.0		
516705168	66.0	81.0	73.11999999999998	76.0	52.26999999999998	40.0		
293302934	5.0	5.0	5.0	5.0	5.0	5.0		
635606463	17.870000000000005	25.0	19.999999999999886	20.0	14.0	10.0		
429504324	9.0	12.0	10.0	11.0	7.0	5.0		
321403297	5.0	8.0	6.0	7.0	4.0	3.0		
338703389	8.0	15.800000000000011	10.02000000000001	12.0	8.879999999999995	7.0		
3600037	12.0	20.0	14.0	15.5	14.0	10.0		
115301154	8.0	9.0	9.0	12.0	7.0	5.0		
227002271	2.0	2.0	2.0	2.0	2.0	2.0		
338703388	1.0	1.0	1.0	1.0	1.0	0.0		
673806739	4.0	5.0	5.0	5.0	3.0	2.0		
321403291	31.0	40.0	35.0	39.0	27.0	20.0		
224802893	17.0	22.0	18.700000000000017	23.0	14.75	14.0		
394904119	42.33	52.0	49.0	51.0	35.0	25.0		
642806630	14.0	21.0	15.979999999999997	19.0	11.0	8.0		
150601695	33.0	39.0	35.48000000000002	40.0	26.0	16.0		
