252202958	6.0		
185201945	68.0		
715607160	10.0		
580106123	55.0		
45400455	26.0		
157101572	26.0		
380503806	85.0		
580106121	46.0		
603906040	24.0		
227002314	3.0		
705507234	21.0		
90800909	28.0		
202502026	55.0		
649306494	26.0		
425904260	13.0		
89707365	118.0		
24500246	60.0		
471304714	12.0		
698307039	358.0		
583005831	2.0		
359603597	23.0		
185201912	60.0		
322103666	182.0		
181601817	57.0		
628406285	27.0		
405004051	67.0		
516705168	259.0		
293302934	5.0		
635606463	70.0		
429504324	36.0		
321403297	22.0		
338703389	68.0		
3600037	50.0		
115301154	33.0		
227002271	2.0		
338703388	8.0		
673806739	17.0		
321403291	121.0		
224802893	69.0		
394904119	168.0		
642806630	54.0		
150601695	118.0		
642806628	160.0		
150601694	0.0		
384103842	254.0		
719207193	142.0		
272402725	103.0		
81401308	153.0		
489305131	66.0		
317803179	66.0		
652906530	62.0		
478504843	64.0		
572905863	124.0		
28100282	5.0		
251502516	7.0		
474904750	35.0		
586605867	105.0		
548405583	64.0		
572905861	48.0		
101601114	51.0		
84301017	181.0		
209702137	25.0		
656506600	91.0		
73500736	148.0		
185201853	55.0		
632006321	2.0		
296902970	36.0		
635606410	23.0		
593806036	34.0		
384804161	27.0		
35300443	32.0		
230602307	31.0		
342303424	14.0		
677406775	28.0		
234902754	19.0		
52600527	29.0		
611106112	89.0		
387703878	68.0		
722807229	168.0		
499404995	18.0		
276002761	62.0		
544805454	206.0		
67000883	28.0		
84300978	85.0		
548405542	42.0		
81401244	39.0		
237802457	92.0		
31700318	33.0		
143401435	10.0		
478504786	77.0		
426604498	51.0		
252202815	8.0		
77100772	42.0		
188801889	9.0		
523905240	35.0		
300503006	27.0		
126101324	49.0		
345903460	38.0		
35300383	34.0		
167901680	49.0		
391303914	29.0		
503005031	24.0		
279602797	143.0		
657206876	7.0		
657206875	7.0		
216902228	72.0		
213302134	13.0		
548405485	69.0		
577206213	107.0		
485704915	71.0		
35300354	25.0		
147001471	38.0		
705507056	47.0		
541905643	97.0		
25200431	90.0		
541905642	86.0		
21600339	65.0		
150601552	30.0		
639206393	16.0		
415804159	32.0		
527505276	47.0		
461204616	32.0		
84300890	73.0		
14400145	180.0		
684606847	40.0		
572905730	161.0		
700138	163.0		
262302653	78.0		
625506372	43.0		
154201622	137.0		
332203390	26.0		
59800599	88.0		
730007301	211.0		
328603295	30.0		
85001229	17.0		
216902170	8.0		
307703097	45.0		
34907116	97.0		
38900390	4.0		
709107092	15.0		
485704858	40.0		
374003741	73.0		
34907114	68.0		
332903724	22.0		
196001961	123.0		
419404195	164.0		
531105312	100.0		
632706513	49.0		
716307256	82.0		
21600275	31.0		
559205671	7.0		
464804649	48.0		
576505766	17.0		
332203343	150.0		
389104438	59.0		
335803431	20.0		
733607338	27.0		
63400635	59.0		
621906220	52.0		
733607337	16.0		
632706492	40.0		
632706490	62.0		
647106854	73.0		
220502206	74.0		
332203323	42.0		
46100519	9.0		
154201543	190.0		
265902660	11.0		
377603777	90.0		
116001253	48.0		
700042	74.0		
534705348	29.0		
311303114	4.0		
646406465	38.0		
577206080	77.0		
229103075	8.0		
245002451	28.0		
691806919	36.0		
580105802	76.0		
356703568	23.0		
410004569	62.0		
67000671	38.0		
178701788	15.0		
625506256	40.0		
402104022	11.0		
513805139	10.0		
290402905	153.0		
217602429	23.0		
562805691	217.0		
475604851	24.0		
647106795	32.0		
647106794	51.0		
496505034	77.0		
224102242	12.0		
4300097	75.0		
32400460	27.0		
32400459	47.0		
426604280	69.0		
157801579	65.0		
716307164	14.0		
604606047	46.0		
91500916	59.0		
203202033	51.0		
650006501	35.0		
664406865	15.0		
70600722	146.0		
325703416	34.0		
25200253	30.0		
77800900	62.0		
136901370	13.0		
248602487	8.0		
695406955	166.0		
472004721	20.0		
583705838	4.0		
427304610	34.0		
7900149	46.0		
182301824	216.0		
294002941	17.0		
379004405	18.0		
475604798	10.0		
93307079	4.0		
93307078	26.0		
608206097	32.0		
626206550	4.0		
427304594	38.0		
4300044	85.0		
116001161	94.0		
562805629	11.0		
451104512	14.0		
653606556	17.0		
496504969	36.0		
273102735	5.0		
229102987	19.0		
161401615	46.0		
719907200	25.0		
420104399	124.0		
430204305	39.0		
95100953	12.0		
95100952	4.0		
206802069	60.0		
653606537	40.0		
430204303	33.0		
587305885	5.0		
252202523	4.0		
587305874	32.0		
409304094	15.0		
521005211	52.0		
454704555	22.0		
486405011	5.0		
486405010	165.0		
566405665	24.0		
678106782	41.0		
39600538	42.0		
22300435	98.0		
629806576	16.0		
165001651	30.0		
611806119	39.0		
388403885	22.0		
723507236	147.0		
276702768	56.0		
144101460	36.0		
413604516	71.0		
545505457	18.0		
503705083	86.0		
98700988	67.0		
545505456	12.0		
322103222	118.0		
657206573	72.0		
121505658	135.0		
193102001	71.0		
479204793	65.0		
590905910	17.0		
189501905	91.0		
189501904	106.0		
539005618	77.0		
77800779	124.0		
120301512	6.0		
636306364	7.0		
524605247	22.0		
301203013	53.0		
283902912	138.0		
123201233	134.0		
234902350	79.0		
570005701	23.0		
503705044	83.0		
22300382	58.0		
329303363	28.0		
329303362	28.0		
420104291	66.0		
56900570	14.0		
168601687	27.0		
615406155	55.0		
280302804	119.0		
105901125	16.0		
413604466	35.0		
105901124	36.0		
325703263	33.0		
630506871	57.0		
214002143	78.0		
660806609	59.0		
630506863	34.0		
577906211	51.0		
25900448	5.0		
36000361	65.0		
147701478	66.0		
539005567	26.0		
706207063	88.0		
594505946	70.0		
671606869	34.0		
713407241	10.0		
626906757	28.0		
81400815	46.0		
15100152	37.0		
126801269	7.0		
207502285	18.0		
238502386	46.0		
461904620	7.0		
386204412	169.0		
270202838	9.0		
154901629	113.0		
393404584	6.0		
340103575	52.0		
570705991	23.0		
105901060	38.0		
441004411	66.0		
85000872	233.0		
113101239	5.0		
374703754	18.0		
422807357	38.0		
39600397	115.0		
709807099	11.0		
486404865	350.0		
598105982	21.0		
374703748	129.0		
336503459	44.0		
713407182	60.0		
343703637	27.0		
196701968	67.0		
643506436	144.0		
308403085	59.0		
1400100	63.0		
692506986	12.0		
18700188	50.0		
353803539	22.0		
242802778	47.0		
281003060	25.0		
5000178	44.0		
281003059	3.0		
518105298	39.0		
505007354	33.0		
64100642	17.0		
622606227	54.0		
734307344	50.0		
510905110	14.0		
287502876	104.0		
270202779	48.0		
148401747	27.0		
410004262	56.0		
174106147	20.0		
444604449	46.0		
121505495	27.0		
232702843	49.0		
183001924	10.0		
309607172	30.0		
608906202	54.0		
65501338	38.0		
266602667	61.0		
713407135	67.0		
490004901	27.0		
601706018	108.0		
378303784	33.0		
322803401	80.0		
487105158	71.0		
535405355	50.0		
183001904	13.0		
134001341	33.0		
245702458	73.0		
580805809	31.0		
455404683	33.0		
67700680	78.0		
67700678	36.0		
179401795	87.0		
626206263	48.0		
402804029	95.0		
514505146	21.0		
75601218	174.0		
144605008	46.0		
224802249	163.0		
559905600	160.0		
448204483	44.0		
434504476	22.0		
322803358	98.0		
400604640	220.0		
381903822	17.0		
46800469	52.0		
717007171	31.0		
493604937	19.0		
381903820	11.0		
172803653	28.0		
79201280	86.0		
92200923	63.0		
203902040	23.0		
539005391	12.0		
650706508	18.0		
427304274	17.0		
144801561	25.0		
472704729	8.0		
144801559	19.0		
696106962	72.0		
472704728	11.0		
584405845	44.0		
637706848	56.0		
36700527	7.0		
637706845	33.0		
71300714	15.0		
406404065	24.0		
487105076	3.0		
410004147	118.0		
5000051	36.0		
116701168	39.0		
340103402	66.0		
208902814	70.0		
720607207	29.0		
497204973	42.0		
385503856	94.0		
92901236	52.0		
400604577	82.0		
8600128	13.0		
207502079	63.0		
95800960	8.0		
95800959	10.0		
542605427	22.0		
319203193	29.0		
89301133	94.0		
59001386	130.0		
699707001	169.0		
710507272	28.0		
29500296	30.0		
141201413	46.0		
252902530	2.0		
476304764	83.0		
364603647	21.0		
700407349	64.0		
633406335	17.0		
144604897	3.0		
434504369	83.0		
455404555	50.0		
250002773	96.0		
326403339	48.0		
123901291	88.0		
12200173	207.0		
570705756	40.0		
165701658	43.0		
389103892	88.0		
277402775	14.0		
612506126	54.0		
390504608	65.0		
390504604	119.0		
337203598	19.0		
267302854	31.0		
99400995	33.0		
211102112	9.0		
546205463	112.0		
727807323	84.0		
657906580	24.0		
222602744	26.0		
333603497	30.0		
354503679	11.0		
33100332	37.0		
256502566	30.0		
378807357	95.0		
78500786	17.0		
190201903	27.0		
180101989	264.0		
637006371	142.0		
413604137	65.0		
525305254	11.0		
301903020	20.0		
263702731	30.0		
12200123	111.0		
459004591	17.0		
392703932	20.0		
392703931	82.0		
400604471	127.0		
330703728	22.0		
494305133	46.0		
392703928	31.0		
96501217	80.0		
326403274	27.0		
