252202958	6.0	6.0	6.0	6.0	6.0	6.0		
185201945	37.0	45.0	56.0	68.0	28.829999999999984	17.0		
715607160	5.0	7.0	10.0	10.0	4.0	2.0		
580106123	32.0	36.0	50.0	55.0	22.0	13.0		
45400455	17.0	17.0	26.0	26.0	10.0	6.0		
157101572	17.0	17.0	20.0	26.0	10.0	6.0		
380503806	53.0	57.0	65.0	85.0	34.0	24.090000000000003		
580106121	23.0	31.0	35.0	46.0	18.0	12.049999999999997		
603906040	15.0	14.0	17.0	24.0	9.0	6.0		
227002314	3.0	3.0	3.0	3.0	3.0	3.0		
705507234	21.0	21.0	21.0	21.0	21.0	23.0		
90800909	12.0	17.0	28.0	28.0	11.0	7.0		
202502026	34.0	37.0	50.0	55.0	22.0	13.0		
649306494	12.0	16.0	24.0	26.0	10.0	6.0		
425904260	8.0	9.0	11.0	13.0	5.0	3.0		
89707365	65.0	74.0	91.0	118.0	47.0	24.0		
24500246	35.0	40.0	46.0	60.0	24.0	16.60000000000001		
471304714	8.0	8.0	12.0	12.0	5.0	3.0		
698307039	211.0	239.0	199.0	358.0	143.0	89.0		
583005831	2.0	2.0	2.0	2.0	2.0	2.0		
359603597	15.0	15.0	23.0	23.0	9.0	5.0		
185201912	31.0	40.0	37.0	60.0	24.0	15.0		
322103666	82.0	91.0	101.0	182.0	45.00000000000023	41.0		
181601817	25.0	38.0	57.0	57.0	23.919999999999987	14.0		
628406285	16.0	18.0	19.0	27.0	10.0	6.0		
405004051	35.0	45.0	37.0	67.0	27.0	20.67		
516705168	172.0	172.0	162.0	259.0	103.00000000000182	56.8		
293302934	5.0	5.0	5.0	5.0	5.0	5.0		
635606463	41.0	47.0	70.0	70.0	28.0	17.0		
429504324	22.0	24.0	25.0	36.0	14.0	9.0		
321403297	15.0	15.0	12.0	22.0	9.0	5.0		
338703389	31.000000000000114	34.0	68.0	68.0	17.0	13.0		
3600037	33.0	33.0	42.0	50.0	20.0	16.13000000000001		
115301154	22.0	22.0	33.0	33.0	13.0	8.0		
227002271	2.0	2.0	2.0	2.0	2.0	2.0		
338703388	4.0	4.0	8.0	8.0	2.0	1.0		
673806739	8.0	11.0	17.0	17.0	6.0	4.0		
321403291	71.0	80.0	121.0	121.0	48.0	30.0		
224802893	46.0	46.0	57.0	69.0	27.0	17.0		
394904119	105.0	112.0	112.0	168.0	67.0	42.00000000000023		
642806630	32.0	36.0	49.0	54.0	21.0	13.0		
150601695	81.0	86.0	118.0	118.0	53.849999999999994	32.0		
642806628	76.0	106.0	123.0	160.0	64.0	40.00000000000023		
150601694	0.0	0.0	0.0	0.0	0.0	0.0		
384103842	158.0	158.0	158.0	254.0	101.0	63.00000000000023		
719207193	92.0	104.0	142.0	142.0	62.0	39.0		
272402725	57.0	64.0	103.0	103.0	41.0	28.570000000000007		
81401308	102.0	102.0	117.0	153.0	61.0	39.92999999999998		
489305131	28.0	44.0	39.0	66.0	26.0	20.550000000000004		
317803179	44.0	44.0	36.0	66.0	26.0	16.0		
652906530	46.0	46.0	57.0	62.0	27.0	17.0		
478504843	43.0	43.0	53.0	64.0	25.0	16.0		
572905863	73.0	82.0	82.0	124.0	49.94999999999999	31.0		
28100282	5.0	5.0	5.0	5.0	5.0	5.0		
251502516	7.0	7.0	7.0	7.0	7.0	7.0		
474904750	18.0	23.0	29.0	35.0	14.0	8.0		
586605867	46.5	70.0	87.0	105.0	42.0	26.0		
548405583	40.0	43.0	64.0	64.0	25.0	16.0		
572905861	30.0	32.0	28.0	48.0	19.0	12.0		
101601114	35.0	37.0	35.0	51.0	22.0	14.0		
84301017	101.0	113.0	181.0	181.0	72.0	48.33		
209702137	10.0	16.0	22.0	25.0	10.0	6.0		
656506600	49.999999999999886	60.00000000000023	75.0	91.0	36.0	26.72999999999996		
73500736	98.0	98.0	148.0	148.0	59.0	37.00000000000023		
185201853	30.0	36.0	55.0	55.0	22.230000000000018	13.0		
632006321	2.0	2.0	2.0	2.0	2.0	2.0		
296902970	19.0	24.0	33.0	36.0	14.0	4.5600000000000005		
635606410	14.0	15.0	14.0	23.0	9.0	5.0		
593806036	21.0	23.0	31.0	34.0	13.0	8.0		
384804161	16.0	18.0	25.0	27.0	11.0	6.0		
35300443	17.0	21.0	22.0	32.0	12.0	8.0		
230602307	18.0	21.0	18.0	31.0	12.0	7.0		
342303424	8.0	9.0	9.0	14.0	5.0	3.0		
677406775	14.0	18.0	23.0	28.0	11.0	6.0		
234902754	10.0	13.0	10.0	19.0	7.0	4.0		
52600527	15.0	19.0	16.0	29.0	11.0	7.0		
611106112	55.0	59.0	89.0	89.0	35.0	22.0		
387703878	34.0	45.0	68.0	68.0	29.029999999999973	17.0		
722807229	73.0	112.0	168.0	168.0	67.0	42.0		
499404995	12.0	12.0	11.0	18.0	7.0	4.0		
276002761	28.0	41.0	38.0	62.0	24.0	15.0		
544805454	103.0	137.0	206.0	206.0	82.0	51.0		
67000883	15.0	19.0	23.0	28.0	11.0	7.0		
84300978	37.0	57.0	57.0	85.0	34.0	21.720000000000027		
548405542	23.0	26.0	32.0	42.0	17.0	14.619999999999976		
81401244	23.0	26.0	39.0	39.0	15.0	9.0		
237802457	43.0	61.0	83.0	92.0	36.0	23.0		
31700318	19.0	22.0	19.0	33.0	13.0	8.0		
143401435	6.0	7.0	8.0	10.0	4.0	2.0		
478504786	44.999999999999886	51.0	55.0	77.0	31.0	18.0		
426604498	23.0	34.0	29.5	51.0	20.0	16.569999999999993		
252202815	8.0	8.0	8.0	8.0	8.0	8.0		
77100772	26.0	28.0	35.0	42.0	17.0	13.480000000000002		
188801889	5.0	6.0	9.0	9.0	3.0	2.0		
523905240	16.0	23.0	27.0	35.0	14.0	8.0		
300503006	13.0	18.0	27.0	27.0	10.0	6.0		
126101324	33.0	33.0	49.0	49.0	19.0	12.0		
345903460	19.0	19.0	38.0	38.0	9.0	7.0		
35300383	21.0	21.0	24.0	34.0	13.0	8.0		
167901680	32.0	32.0	35.0	49.0	19.0	12.0		
391303914	16.0	19.0	15.0	29.0	11.0	7.0		
503005031	15.0	16.0	17.0	24.0	9.0	6.0		
279602797	68.0	95.0	110.0	143.0	57.0	36.73000000000002		
